,Time
532,1.995
533,1.919
534,3.067
535,3.939
536,1.994
537,0.973
538,1.994
539,2.02
540,3.975
541,3.979
542,2.07
543,1.957
544,1.992
545,1.995
546,2.002
547,2.973
548,3.004
549,3.032
550,1.943
551,0.974
552,1.994
553,2.07
554,2.992
555,2.992
556,1.995
557,1.919
558,2.07
559,1.954
560,1.038
561,1.995
562,2.947
563,2.037
564,3.992
565,1.998
566,1.916
567,2.029
568,0.963
569,2.991
570,3.018
571,2.045
572,1.994
573,1.944
574,1.0
575,2.043
576,1.994
577,2.993
578,1.994
579,0.998
580,1.994
581,1.999
582,1.988
583,1.923
584,2.07
585,3.913
586,3.99
587,2.022
588,4.959
589,2.019
590,2.967
591,7.021
592,2.034
593,1.917
594,1.993
595,0.999
596,3.988
597,3.02
598,3.974
599,2.98
600,1.994
601,2.006
602,2.981
603,4.987
604,1.994
605,2.997
606,1.995
607,1.994
608,4.982
609,1.996
610,3.014
611,1.972
612,2.073
613,1.995
614,2.992
615,2.992
616,2.992
617,1.995
618,1.994
619,1.992
620,1.937
621,3.049
622,2.916
623,1.996
624,2.069
625,1.92
626,2.067
627,1.997
628,1.995
629,2.992
630,2.993
631,1.994
632,1.995
633,0.997
634,1.995
635,1.994
636,2.992
637,2.941
638,1.971
639,2.069
640,1.002
641,2.912
642,1.073
643,1.995
644,1.998
645,1.991
646,1.995
647,1.995
648,1.919
649,1.072
650,1.995
651,1.995
652,2.992
653,2.991
654,1.995
655,1.919
656,3.993
657,1.993
658,3.073
659,1.989
660,1.993
661,1.995
662,2.993
663,2.916
664,0.997
665,2.071
666,2.931
667,2.977
668,2.07
669,2.943
670,1.968
671,1.995
672,1.995
673,4.987
674,4.025
675,1.04
676,1.995
677,1.915
678,2.074
679,1.994
680,3.003
681,4.975
682,4.987
683,2.071
684,2.916
685,3.071
686,2.989
687,1.994
688,1.919
689,1.995
690,1.994
691,3.068
692,3.989
693,1.995
694,2.942
695,1.969
696,2.07
697,3.989
698,2.958
699,1.953
700,2.07
701,1.943
702,1.998
703,1.046
704,3.993
705,3.91
706,2.019
707,0.997
708,2.969
709,2.073
710,4.986
711,2.995
712,1.989
713,2.004
714,0.936
715,2.046
716,1.995
717,1.994
718,4.938
719,2.044
720,1.947
721,2.04
722,1.997
723,0.947
724,4.04
725,2.992
726,1.995
727,1.994
728,1.994
729,1.943
730,0.974
731,2.07
732,1.995
733,1.994
734,1.995
735,1.945
736,1.051
737,2.914
738,1.993
739,2.992
740,4.065
741,1.995
742,2.917
743,2.07
744,1.994
745,1.994
746,1.996
747,1.994
748,1.92
749,2.069
750,1.996
751,1.963
752,1.95
753,1.996
754,3.989
755,4.067
756,2.993
757,1.994
758,1.916
759,1.995
760,2.078
761,3.984
762,4.986
763,1.994
764,1.942
765,1.971
766,4.986
767,3.071
768,1.995
769,1.994
770,1.944
771,1.967
772,2.073
773,1.995
774,3.959
775,2.943
776,1.996
777,2.022
778,1.994
779,1.967
780,3.989
781,3.071
782,1.916
783,2.07
784,1.995
785,1.919
786,1.994
787,3.072
788,3.91
789,2.07
790,1.995
791,1.994
792,0.922
793,4.067
794,3.911
795,2.076
796,1.989
797,1.996
798,2.001
799,1.92
800,0.99
801,5.061
802,1.996
803,2.916
804,2.059
805,1.936
806,1.999
807,3.057
808,2.993
809,1.994
810,1.998
811,2.913
812,2.07
813,1.994
814,1.996
815,1.994
816,2.992
817,1.995
818,1.919
819,2.07
820,1.92
821,1.994
822,1.995
823,2.07
824,1.934
825,1.007
826,2.045
827,1.92
828,2.018
829,2.047
830,1.994
831,1.995
832,0.997
833,2.917
834,3.054
835,2.956
836,2.044
837,1.92
838,2.997
839,1.989
840,1.995
841,2.071
842,1.997
843,3.91
844,2.06
845,2.008
846,4.987
847,2.914
848,3.021
849,2.995
850,3.956
851,1.996
852,2.992
853,1.994
854,4.018
855,4.986
856,3.042
857,3.99
858,3.988
859,1.997
860,1.942
861,3.99
862,1.967
863,3.071
864,2.913
865,1.994
866,1.073
867,1.943
868,3.965
869,4.014
870,3.043
871,1.995
872,1.983
873,3.007
874,2.914
875,2.021
876,1.969
877,3.015
878,2.046
879,1.994
880,1.995
881,4.987
882,1.994
883,1.995
884,1.995
885,1.994
886,1.995
887,3.989
888,2.917
889,2.023
890,1.991
891,1.048
892,2.917
893,1.073
894,2.991
895,1.996
896,0.922
897,1.073
898,1.995
899,1.994
900,0.998
901,1.995
902,1.92
903,1.995
904,2.07
905,1.993
906,1.999
907,0.918
908,2.071
909,1.919
910,2.069
911,1.995
912,1.956
913,2.034
914,1.994
915,1.944
916,0.973
917,3.072
918,2.994
919,2.986
920,1.995
921,1.918
922,1.025
923,1.071
924,2.919
925,1.997
926,1.993
927,3.989
928,1.995
929,2.074
930,1.993
931,1.944
932,1.968
933,3.063
934,3.991
935,5.911
936,2.991
937,3.016
938,5.961
939,5.061
940,2.977
941,1.935
942,1.994
943,3.015
944,4.043
945,2.992
946,1.918
947,1.996
948,1.995
949,4.067
950,4.967
951,1.951
952,0.998
953,1.979
954,1.998
955,0.998
956,2.001
957,6.056
958,1.995
959,1.916
960,1.025
961,2.965
962,4.063
963,2.997
964,2.94
965,1.999
966,0.967
967,2.072
968,1.992
969,1.995
970,3.989
971,2.992
972,2.917
973,2.006
974,2.058
975,1.995
976,2.992
977,2.992
978,3.0
979,1.911
980,1.073
981,1.995
982,1.994
983,1.995
984,3.914
985,3.99
986,3.015
987,3.044
988,3.914
989,2.07
990,1.994
991,1.995
992,1.978
993,1.023
994,3.978
995,2.977
996,1.018
997,1.992
998,1.994
999,1.995
1000,1.919
1001,2.992
1002,1.995
1003,2.022
1004,2.046
1005,2.914
1006,4.064
1007,2.94
1008,2.046
1009,2.917
1010,4.986
1011,1.996
1012,1.995
1013,3.014
1014,4.963
1015,5.016
1016,1.967
1017,2.076
1018,1.989
1019,1.994
1020,1.993
1021,2.993
1022,4.912
1023,2.024
1024,1.991
1025,1.968
1026,2.993
1027,3.99
1028,2.003
1029,1.985
1030,1.995
1031,1.995
1032,3.021
1033,1.965
1034,4.019
1035,2.99
1036,1.991
1037,1.994
1038,1.996
1039,1.971
1040,5.01
1041,3.965
1042,1.995
1043,1.995
1044,1.994
1045,2.071
1046,1.994
1047,3.938
1048,1.971
1049,2.069
1050,1.995
1051,1.92
1052,1.993
1053,5.002
1054,3.975
1055,2.073
1056,2.993
1057,1.997
1058,1.979
1059,2.004
1060,4.986
1061,3.99
1062,1.92
1063,2.991
1064,4.014
1065,3.044
1066,1.962
1067,1.952
1068,1.994
1069,1.074
1070,1.993
1071,2.994
1072,1.946
1073,0.969
1074,2.07
1075,1.994
1076,1.995
1077,1.947
1078,2.042
1079,4.911
1080,3.066
1081,1.997
1082,1.994
1083,2.917
1084,2.07
1085,1.993
1086,2.993
1087,4.912
1088,1.998
1089,1.991
1090,2.0
1091,5.98
1092,2.991
1093,3.071
1094,1.994
1095,1.945
1096,1.966
1097,2.992
1098,5.007
1099,3.054
1100,1.961
1101,1.946
1102,1.995
1103,3.022
1104,3.959
1105,2.073
1106,1.944
1107,1.975
1108,3.063
1109,1.994
1110,3.986
1111,3.942
1112,1.045
1113,1.073
1114,1.995
1115,1.994
1116,3.919
1117,3.063
1118,1.994
1119,1.994
1120,1.995
1121,1.995
1122,1.995
1123,1.994
1124,2.992
1125,3.99
1126,1.994
1127,1.945
1128,2.044
1129,1.966
1130,2.946
1131,5.062
1132,1.996
1133,0.999
1134,0.998
1135,2.069
1136,1.995
1137,1.994
1138,1.995
1139,0.997
1140,1.92
1141,2.07
1142,1.994
1143,1.996
1144,1.919
1145,1.995
1146,2.021
1147,1.968
1148,2.07
1149,1.995
1150,2.992
1151,2.916
1152,2.07
1153,1.92
1154,2.069
1155,1.995
1156,1.92
1157,2.046
1158,1.943
1159,0.997
1160,3.067
1161,0.998
1162,2.918
1163,1.994
1164,1.994
1165,4.056
1166,1.952
1167,2.968
1168,2.07
1169,3.914
1170,4.068
1171,1.916
1172,2.992
1173,3.068
1174,4.912
1175,1.996
1176,2.006
1177,3.008
1178,1.046
1179,3.911
1180,3.068
1181,2.0
1182,0.994
1183,1.916
1184,2.07
1185,1.92
1186,2.07
1187,1.994
1188,2.992
1189,3.915
1190,3.066
1191,1.995
1192,1.92
1193,2.069
1194,3.989
1195,4.991
1196,3.935
1197,2.032
1198,1.01
1199,2.993
1200,2.944
1201,1.967
1202,1.995
1203,3.016
1204,0.973
1205,4.065
1206,3.943
1207,3.042
1208,2.988
1209,0.997
1210,1.995
1211,1.995
1212,1.994
1213,2.992
1214,2.917
1215,2.07
1216,1.994
1217,1.995
1218,1.968
1219,1.024
1220,1.995
1221,1.995
1222,1.919
1223,2.07
1224,1.995
1225,1.995
1226,1.943
1227,2.056
1228,1.934
1229,4.04
1230,1.919
1231,2.07
1232,1.994
1233,1.995
1234,1.92
1235,1.994
1236,2.074
1237,1.995
1238,1.991
1239,1.919
1240,0.998
1241,2.07
1242,1.994
1243,1.92
1244,2.07
1245,1.952
1246,3.957
1247,1.993
1248,2.993
1249,2.07
1250,1.919
1251,1.995
1252,2.992
1253,2.006
1254,1.983
1255,0.997
1256,2.071
1257,0.999
1258,1.918
1259,4.064
1260,6.906
1261,2.993
1262,3.015
1263,2.046
1264,4.912
1265,7.978
1266,2.992
1267,2.07
1268,3.989
1269,2.916
1270,3.99
1271,2.02
1272,1.97
1273,2.073
1274,2.938
1275,2.045
1276,0.997
1277,1.996
1278,1.994
1279,1.994
1280,0.923
1281,2.069
1282,1.995
1283,3.989
1284,2.996
1285,2.913
1286,3.067
1287,1.999
1288,0.994
1289,7.057
1290,1.995
1291,1.957
1292,1.956
1293,1.022
1294,1.971
1295,2.07
1296,3.993
1297,3.911
1298,1.994
1299,2.074
1300,2.937
1301,3.043
1302,5.984
1303,3.955
1304,2.029
1305,1.919
1306,3.068
1307,2.916
1308,2.992
1309,2.0
1310,2.065
1311,1.991
1312,2.996
1313,3.914
1314,3.02
1315,2.018
1316,1.943
1317,1.995
1318,0.997
1319,1.995
1320,4.064
1321,4.912
1322,2.994
1323,3.018
1324,8.03
1325,2.991
1326,2.914
1327,3.019
1328,3.977
1329,3.054
1330,1.996
1331,0.918
1332,1.995
1333,2.994
1334,2.021
1335,2.047
1336,2.942
1337,2.019
1338,1.94
1339,2.07
1340,2.992
1341,2.993
1342,5.984
1343,2.989
1344,2.919
1345,1.995
1346,3.071
1347,2.991
1348,2.992
1349,2.913
1350,1.077
1351,1.916
1352,2.077
1353,1.939
1354,3.044
1355,3.989
1356,1.995
1357,1.915
1358,3.022
1359,1.966
1360,3.07
1361,3.941
1362,2.043
1363,1.995
1364,1.995
1365,1.918
1366,2.02
1367,2.042
1368,3.989
1369,2.992
1370,1.995
1371,1.919
1372,2.993
1373,3.066
1374,5.985
1375,1.994
1376,1.962
1377,1.987
1378,1.038
1379,2.918
1380,7.055
1381,1.92
1382,2.992
1383,1.994
1384,4.065
1385,3.989
1386,2.949
1387,1.999
1388,1.958
1389,1.073
1390,1.995
1391,3.914
1392,3.067
1393,2.992
1394,2.917
1395,4.016
1396,3.04
1397,1.995
1398,1.994
1399,1.999
1400,2.938
1401,2.991
1402,2.05
1403,3.928
1404,1.977
1405,2.991
1406,2.992
1407,5.01
1408,2.974
1409,1.991
1410,2.025
1411,1.045
1412,1.916
1413,2.993
1414,2.991
1415,5.066
1416,2.913
1417,2.031
1418,1.958
1419,1.076
1420,1.991
1421,3.914
1422,4.069
1423,1.991
1424,1.076
1425,2.928
1426,1.992
1427,2.058
1428,4.986
1429,1.995
1430,1.077
1431,1.99
1432,1.995
1433,1.995
1434,3.915
1435,3.063
1436,1.998
1437,1.994
1438,1.92
1439,2.068
1440,1.997
1441,2.991
1442,2.993
1443,2.991
1444,1.995
1445,1.995
1446,1.999
1447,0.994
1448,4.911
1449,3.07
1450,1.996
1451,5.979
1452,1.995
1453,3.99
1454,5.983
1455,1.92
1456,0.997
1457,1.995
1458,3.989
1459,4.068
1460,2.914
1461,2.021
1462,2.046
1463,1.991
1464,1.922
1465,9.997
1466,3.041
1467,1.995
1468,3.915
1469,1.994
1470,1.995
1471,2.991
1472,4.988
1473,1.993
1474,4.069
1475,3.911
1476,3.989
1477,2.073
1478,2.913
1479,1.994
1480,1.996
1481,1.995
1482,2.992
1483,3.07
1484,2.943
1485,1.965
1486,4.068
1487,2.992
1488,1.995
1489,1.943
1490,1.968
1491,2.02
1492,4.96
1493,4.025
1494,2.039
1495,1.943
1496,2.045
1497,1.992
1498,2.992
1499,4.987
1500,2.992
1501,1.998
1502,1.988
1503,3.992
1504,3.938
1505,1.97
1506,2.071
1507,1.994
1508,2.993
1509,2.069
1510,3.93
1511,3.035
1512,1.96
1513,1.053
1514,1.988
1515,1.997
1516,3.993
1517,2.913
1518,2.07
1519,1.995
1520,1.92
1521,2.069
1522,1.995
1523,1.995
1524,1.994
1525,0.997
1526,1.995
1527,1.995
1528,1.998
1529,1.917
1530,1.994
1531,1.994
1532,2.074
1533,1.988
1534,1.922
1535,0.997
1536,2.07
1537,1.92
1538,2.032
1539,2.033
1540,1.995
1541,1.943
1542,3.043
1543,1.92
1544,4.061
1545,1.922
1546,2.07
1547,1.999
1548,2.913
1549,2.069
1550,1.944
1551,2.968
1552,2.994
1553,1.993
1554,2.991
1555,3.068
1556,2.996
1557,2.988
1558,1.943
1559,1.994
1560,1.996
1561,2.001
1562,4.037
1563,1.916
1564,2.992
1565,4.988
1566,6.062
1567,6.981
1568,5.969
1569,6.945
1570,11.022
1571,4.987
1572,7.979
1573,5.922
1574,9.039
1575,7.929
1576,6.036
1577,5.981
1578,4.986
1579,6.981
1580,2.992
1581,3.989
1582,3.99
1583,2.996
1584,2.984
1585,2.917
1586,2.992
1587,3.071
1588,1.994
1589,3.911
1590,1.994
1591,5.066
1592,2.989
1593,3.913
1594,1.996
1595,3.071
1596,2.988
1597,2.994
1598,2.915
1599,2.998
1600,2.064
1601,3.938
1602,4.962
1603,4.986
1604,9.005
1605,4.981
1606,4.964
1607,2.01
1608,2.977
1609,4.987
1610,4.017
1611,1.994
1612,2.046
1613,1.986
1614,2.003
1615,3.921
1616,3.061
1617,3.989
1618,1.995
1619,1.915
1620,1.996
1621,5.068
1622,3.986
1623,1.994
1624,1.917
1625,2.07
1626,1.945
1627,2.043
1628,3.931
1629,3.051
1630,1.995
1631,1.919
1632,1.995
1633,4.065
1634,3.989
1635,1.995
1636,1.994
1637,1.995
1638,1.994
1639,1.995
1640,1.995
1641,1.995
1642,1.941
1643,1.05
1644,1.995
1645,1.998
1646,2.993
1647,1.962
1648,1.947
1649,2.071
1650,1.994
1651,1.995
1652,1.994
1653,1.996
1654,1.936
1655,2.003
1656,1.969
1657,2.07
1658,1.92
1659,3.028
1660,2.03
1661,2.004
1662,1.938
1663,2.045
1664,1.936
1665,2.002
1666,2.047
1667,1.994
1668,1.998
1669,3.911
1670,4.065
1671,1.92
1672,2.069
1673,1.995
1674,1.918
1675,2.068
1676,1.997
1677,1.995
1678,1.998
1679,2.918
1680,1.99
1681,1.995
1682,2.07
1683,2.992
1684,2.917
1685,4.986
1686,2.071
1687,1.997
1688,1.989
1689,2.919
1690,1.995
1691,2.07
1692,1.995
1693,3.915
1694,3.987
1695,2.993
1696,4.065
1697,2.991
1698,5.984
1699,4.912
1700,2.063
1701,2.002
1702,3.942
1703,2.988
1704,2.991
1705,2.969
1706,2.074
1707,0.992
1708,2.993
1709,3.989
1710,2.992
1711,1.999
1712,0.993
1713,1.995
1714,1.919
1715,4.065
1716,2.916
1717,2.07
1718,1.995
1719,1.946
1720,1.993
1721,1.048
1722,1.994
1723,1.995
1724,1.995
1725,0.997
1726,1.995
1727,1.998
1728,1.989
1729,3.003
1730,1.995
1731,1.986
1732,1.919
1733,1.994
1734,0.997
1735,3.067
1736,1.994
1737,2.992
1738,1.999
1739,1.991
1740,1.921
1741,1.994
1742,2.074
1743,1.988
1744,1.946
1745,1.994
1746,1.049
1747,1.996
1748,1.994
1749,1.995
1750,1.918
1751,2.02
1752,2.045
1753,0.923
1754,1.996
1755,2.072
1756,1.988
1757,1.979
1758,2.013
1759,2.992
1760,2.992
1761,1.944
1762,2.968
1763,3.989
1764,2.993
1765,3.99
1766,2.992
1767,1.993
1768,3.989
1769,1.996
1770,3.016
1771,2.997
1772,2.993
1773,2.04
1774,1.917
1775,3.069
1776,4.912
1777,2.019
1778,2.968
1779,2.019
1780,3.964
1781,5.026
1782,2.032
1783,1.996
1784,1.917
1785,2.081
1786,1.934
1787,2.994
1788,3.975
1789,2.008
1790,1.967
1791,1.996
1792,2.99
1793,4.067
1794,2.994
1795,1.994
1796,1.996
1797,1.994
1798,1.991
1799,1.92
1800,3.067
1801,5.987
1802,2.942
1803,1.985
1804,4.05
1805,3.925
1806,2.008
1807,3.043
1808,1.916
1809,2.069
1810,1.944
1811,2.045
1812,5.988
1813,1.988
1814,1.923
1815,3.067
1816,1.994
1817,2.992
1818,2.917
1819,1.995
1820,1.995
1821,2.025
1822,2.966
1823,1.029
1824,2.956
1825,3.015
1826,2.047
1827,1.995
1828,1.994
1829,1.919
1830,1.995
1831,2.079
1832,2.907
1833,1.073
1834,1.996
1835,1.994
1836,1.919
1837,3.018
1838,2.966
1839,2.07
1840,1.995
1841,1.92
1842,2.069
1843,1.988
1844,1.004
1845,1.919
1846,1.995
1847,2.992
1848,2.023
1849,2.042
1850,1.994
1851,1.995
1852,2.917
1853,3.068
1854,4.989
1855,3.986
1856,1.92
1857,2.073
1858,1.915
1859,2.024
1860,3.043
1861,3.988
1862,1.995
1863,2.992
1864,1.995
1865,1.99
1866,1.996
1867,2.991
1868,3.989
1869,1.996
1870,1.994
