,Time
806,2.064
807,1.951
808,1.995
809,2.004
810,4.031
811,1.918
812,2.019
813,1.971
814,2.022
815,4.037
816,1.919
817,1.995
818,0.997
819,2.021
820,0.971
821,2.073
822,0.941
823,2.008
824,3.032
825,2.99
826,2.995
827,2.915
828,0.999
829,1.994
830,4.001
831,2.062
832,1.996
833,1.993
834,0.919
835,1.994
836,0.997
837,1.995
838,0.997
839,3.017
840,2.066
841,1.904
842,2.991
843,2.993
844,1.988
845,1.996
846,1.002
847,4.062
848,1.918
849,0.997
850,4.064
851,0.926
852,0.994
853,1.994
854,0.998
855,0.997
856,1.998
857,1.991
858,3.989
859,1.999
860,1.996
861,0.992
862,0.997
863,2.073
864,0.92
865,3.989
866,2.992
867,0.997
868,1.995
869,0.997
870,0.998
871,2.001
872,0.991
873,0.997
874,2.048
875,0.944
876,1.995
877,0.997
878,0.997
879,0.998
880,1.999
881,0.993
882,0.997
883,1.994
884,3.032
885,1.999
886,0.954
887,1.994
888,0.998
889,2.033
890,0.959
891,0.997
892,0.998
893,2.02
894,0.995
895,0.974
896,2.03
897,1.965
898,1.989
899,2.02
900,2.005
901,0.961
902,1.995
903,0.997
904,4.987
905,4.993
906,8.051
907,3.987
908,6.909
909,3.014
910,4.963
911,3.988
912,7.011
913,4.038
914,0.918
915,2.07
916,1.923
917,1.991
918,4.991
919,4.982
920,1.995
921,4.988
922,3.07
923,1.995
924,1.921
925,0.992
926,1.006
927,1.074
928,0.982
929,1.958
930,1.97
931,1.995
932,2.997
933,1.989
934,0.998
935,0.997
936,2.992
937,1.996
938,3.069
939,4.913
940,1.99
941,0.997
942,1.995
943,0.997
944,0.998
945,0.997
946,1.994
947,2.997
948,3.989
949,1.991
950,0.997
951,0.997
952,1.994
953,0.997
954,4.018
955,2.965
956,3.016
957,0.973
958,2.005
959,0.987
960,0.998
961,1.998
962,0.993
963,2.003
964,3.985
965,2.993
966,1.994
967,0.993
968,2.0
969,0.992
970,1.995
971,2.996
972,3.015
973,0.971
974,1.996
975,3.067
976,0.921
977,0.997
978,2.02
979,0.972
980,3.0
981,2.984
982,3.016
983,0.973
984,2.074
985,2.92
986,3.984
987,3.068
988,1.992
989,2.941
990,1.996
991,2.967
992,6.01
993,3.962
994,1.996
995,4.014
996,5.959
997,2.994
998,2.99
999,2.071
1000,1.994
1001,2.992
1002,1.944
1003,2.991
1004,4.986
1005,0.974
1006,1.995
1007,5.984
1008,0.996
1009,2.075
1010,0.919
1011,1.994
1012,4.016
1013,3.989
1014,1.985
1015,4.997
1016,2.995
1017,0.994
1018,1.998
1019,0.995
1020,0.997
1021,3.962
1022,0.998
1023,3.019
1024,1.995
1025,0.997
1026,2.078
1027,2.909
1028,1.077
1029,1.99
1030,4.967
1031,4.009
1032,0.921
1033,2.071
1034,0.949
1035,11.969
1036,2.991
1037,2.047
1038,0.918
1039,1.995
1040,4.02
1041,1.993
1042,1.993
1043,0.999
1044,0.995
1045,1.998
1046,0.995
1047,4.958
1048,2.992
1049,1.028
1050,1.992
1051,1.005
1052,1.96
1053,0.997
1054,2.023
1055,0.969
1056,2.023
1057,0.969
1058,1.994
1059,0.998
1060,8.006
1061,5.985
1062,1.967
1063,1.995
1064,2.008
1065,2.008
1066,1.995
1067,0.969
1068,1.995
1069,2.992
1070,3.069
1071,1.994
1072,2.939
1073,0.975
1074,2.02
1075,0.995
1076,2.053
1077,0.914
1078,3.02
1079,4.959
1080,1.996
1081,5.066
1082,1.991
1083,1.918
1084,3.019
1085,3.03
1086,4.002
1087,1.918
1088,0.997
1089,0.997
1090,3.99
1091,2.991
1092,0.997
1093,2.993
1094,2.023
1095,0.969
1096,2.07
1097,0.922
1098,2.992
1099,2.0
1100,1.993
1101,1.995
