,Time
1730,1.994
1731,3.992
1732,1.993
1733,1.002
1734,1.004
1735,0.986
1736,1.999
1737,1.99
1738,1.002
1739,0.997
1740,1.991
1741,1.999
1742,0.993
1743,0.997
1744,1.999
1745,0.992
1746,1.996
1747,0.997
1748,2.019
1749,1.973
1750,1.992
1751,3.048
1752,0.962
1753,2.057
1754,1.911
1755,0.999
1756,2.071
1757,0.999
1758,6.91
1759,1.987
1760,2.018
1761,1.05
1762,0.921
1763,0.998
1764,2.994
1765,2.016
1766,1.999
1767,3.985
1768,1.053
1769,1.992
1770,0.921
1771,0.997
1772,1.995
1773,0.997
1774,3.068
1775,3.988
1776,0.923
1777,1.994
1778,1.032
1779,0.963
1780,1.994
1781,1.073
1782,3.914
1783,2.992
1784,0.998
1785,0.997
1786,2.019
1787,0.997
1788,3.0
1789,1.962
1790,2.023
1791,3.044
1792,3.988
1793,1.996
1794,1.915
1795,1.085
1796,0.985
1797,0.922
1798,2.992
1799,3.071
1800,0.946
1801,2.047
1802,0.917
1803,0.998
1804,2.07
1805,0.994
1806,0.941
1807,1.978
1808,1.073
1809,0.997
1810,1.993
1811,0.997
1812,0.925
1813,1.021
1814,1.995
1815,1.048
1816,0.998
1817,0.922
1818,2.071
1819,0.997
1820,0.921
1821,0.997
1822,2.07
1823,1.919
1824,0.998
1825,0.997
1826,0.998
1827,2.07
1828,1.961
1829,1.028
1830,1.997
1831,1.994
1832,0.923
1833,2.069
1834,0.996
1835,5.934
1836,7.038
1837,4.906
1838,3.073
1839,5.932
1840,3.047
1841,4.943
1842,4.029
1843,4.986
1844,3.99
1845,3.91
1846,6.982
1847,4.069
1848,4.936
1849,4.039
1850,4.908
1851,4.068
1852,4.99
1853,7.979
1854,5.902
1855,5.062
1856,2.992
1857,2.992
1858,1.993
1859,3.949
1860,3.955
1861,6.014
1862,3.96
1863,4.067
1864,1.995
1865,0.994
1866,1.947
1867,2.992
1868,1.995
1869,1.049
1870,1.995
1871,1.997
1872,2.989
1873,2.914
1874,2.992
1875,1.994
1876,0.998
1877,2.073
1878,2.993
1879,3.992
1880,1.924
1881,0.985
1882,2.081
1883,0.991
1884,1.994
1885,0.994
1886,1.997
1887,2.99
1888,1.993
1889,2.917
1890,2.068
1891,1.998
1892,1.993
1893,3.99
1894,3.938
1895,1.97
1896,2.071
1897,1.994
1898,0.997
1899,1.995
1900,2.99
1901,1.922
1902,2.071
1903,1.997
1904,1.915
1905,0.997
1906,2.072
1907,1.918
1908,2.071
1909,2.916
1910,1.994
1911,1.073
1912,1.995
1913,1.92
1914,1.994
1915,1.074
1916,1.928
1917,3.058
1918,2.915
1919,2.028
1920,1.043
1921,1.995
1922,0.947
1923,1.995
1924,1.967
1925,1.993
1926,3.076
1927,1.992
1928,1.994
1929,0.918
1930,2.045
1931,1.968
1932,0.974
1933,2.07
1934,1.994
1935,1.995
1936,3.923
1937,1.985
1938,3.068
1939,1.943
1940,1.971
1941,4.065
1942,2.94
1943,1.97
1944,2.075
1945,1.916
1946,0.996
1947,2.067
1948,0.925
1949,3.068
1950,2.996
1951,1.99
1952,2.992
1953,1.994
1954,1.92
1955,0.997
1956,1.995
1957,3.069
1958,2.991
1959,1.994
1960,1.926
1961,2.063
1962,1.996
1963,1.994
1964,0.922
1965,2.999
1966,3.06
1967,2.992
1968,3.914
1969,0.997
1970,2.071
1971,0.996
1972,3.914
1973,1.073
1974,2.992
1975,1.97
1976,1.02
1977,1.997
1978,0.998
1979,1.994
1980,1.001
1981,1.989
1982,1.0
1983,1.995
1984,0.996
1985,1.944
1986,1.0
1987,2.043
1988,1.919
1989,2.072
1990,2.991
1991,1.995
1992,1.976
1993,2.016
1994,1.916
1995,0.998
1996,2.069
1997,0.998
1998,1.998
1999,2.988
2000,1.975
2001,0.942
2002,2.019
2003,2.043
2004,0.948
2005,2.051
2006,1.914
2007,1.996
2008,4.073
2009,1.986
2010,1.995
2011,1.995
2012,1.994
2013,1.923
2014,1.991
2015,2.071
2016,3.988
2017,3.914
2018,3.989
2019,2.007
2020,1.983
2021,4.987
2022,2.068
2023,1.997
2024,2.954
2025,1.039
2026,1.988
2027,2.919
2028,4.065
2029,3.993
2030,3.986
2031,1.918
2032,4.015
2033,2.045
2034,1.995
2035,0.998
2036,0.921
2037,1.997
2038,2.068
2039,0.922
2040,1.994
2041,2.071
2042,2.94
2043,2.046
2044,3.938
2045,1.971
2046,0.997
2047,1.996
2048,2.991
2049,2.999
2050,1.068
2051,0.92
2052,2.072
2053,0.919
2054,2.069
2055,0.998
2056,0.923
2057,2.069
2058,1.995
2059,1.994
2060,3.99
2061,1.993
2062,1.945
2063,1.05
2064,0.945
2065,0.973
2066,1.995
2067,1.022
2068,2.967
2069,3.066
2070,0.924
2071,2.022
2072,0.97
2073,1.071
2074,0.931
2075,2.007
2076,1.051
2077,0.924
2078,1.005
2079,2.06
2080,0.998
2081,0.923
2082,0.998
2083,2.068
2084,0.997
2085,0.924
2086,0.998
2087,2.069
2088,0.997
2089,0.923
2090,1.994
2091,0.997
2092,2.071
2093,2.991
2094,0.999
2095,0.939
2096,0.979
2097,2.071
2098,0.922
2099,1.023
2100,0.972
2101,2.03
2102,1.037
2103,0.921
2104,0.998
2105,1.999
2106,0.997
2107,0.997
2108,1.991
2109,0.997
2110,2.003
2111,1.991
2112,0.993
2113,0.997
2114,1.994
2115,1.995
2116,1.996
2117,3.071
2118,1.997
2119,1.992
2120,0.918
2121,2.074
2122,0.947
2123,2.044
2124,0.998
2125,1.99
2126,1.995
2127,2.917
2128,1.998
2129,2.989
2130,0.997
2131,2.074
2132,2.937
2133,1.97
2134,2.993
2135,2.074
2136,2.957
2137,2.028
2138,1.983
2139,0.931
