,Time
0,3.972
1,3.035
2,2.992
3,2.971
4,2.992
5,2.965
6,2.993
7,3.02
8,2.962
9,2.992
10,2.992
11,2.993
12,2.022
13,1.994
14,1.98
15,1.981
16,5.986
17,1.024
18,7.979
19,6.961
20,1.018
21,1.967
22,1.033
23,0.961
24,1.995
25,1.001
26,1.991
27,0.997
28,1.999
29,1.99
30,2.992
31,1.996
32,2.991
33,3.989
34,3.99
35,0.997
36,2.021
37,1.968
38,2.992
39,3.99
40,4.004
41,3.974
42,1.994
43,1.995
44,1.995
45,1.994
46,2.993
47,1.995
48,1.994
49,2.992
