,Time
0,5.984
1,3.989
2,3.989
3,1.996
4,2.992
5,2.992
6,1.994
7,2.992
8,1.995
9,3.989
10,1.995
11,1.995
12,2.991
13,1.995
14,2.992
15,4.987
16,2.992
17,1.994
18,1.995
19,1.994
20,0.997
21,1.995
22,0.998
23,2.992
24,1.995
25,0.997
26,0.997
27,1.995
28,0.998
29,0.996
30,0.998
31,0.997
32,1.995
33,2.992
34,2.003
35,1.987
36,1.994
37,1.995
38,0.997
39,1.995
40,1.006
41,0.988
42,1.995
43,0.997
44,0.998
45,0.996
46,0.998
47,0.998
48,0.997
49,0.997
