,Time
0,2.991
1,2.993
2,1.994
3,1.999
4,1.991
5,2.992
6,1.994
7,1.995
8,2.992
9,1.995
10,1.994
11,1.995
12,2.992
13,1.999
14,1.99
15,3.004
16,1.983
17,1.995
18,1.994
19,1.995
20,2.992
21,1.995
22,0.997
23,0.997
24,0.997
25,0.998
26,0.997
27,0.998
28,0.996
29,0.998
30,0.998
31,0.997
32,0.997
33,0.997
34,2.992
35,9.004
36,3.961
37,1.995
38,1.994
39,1.995
40,1.995
41,1.994
42,1.008
43,1.984
44,1.995
45,1.995
46,1.994
47,1.995
48,1.995
49,1.994
