epoch,accuracy,loss
0,0.5363248,0.6908486773825099
1,0.5440171,0.6829842051889142
2,0.5636752,0.6743558339583569
3,0.5905983,0.6646943065345797
4,0.5811966,0.658215232180734
5,0.6145299,0.6499494147096944
6,0.61410254,0.6471689796855307
7,0.6183761,0.6422446301859668
8,0.6252137,0.6402015467994233
9,0.6230769,0.6368284767509526
10,0.63076925,0.6369008322047373
11,0.63076925,0.6339156737694374
12,0.6320513,0.6324359039975028
13,0.6303419,0.6305251154125247
14,0.6299145,0.631538633403615
15,0.63803416,0.6256596383885441
16,0.62735045,0.6309086157725408
17,0.64316237,0.624859700549362
18,0.6405983,0.6216438891541245
19,0.6457265,0.6203635757804936
20,0.64786327,0.6186499061238052
21,0.63803416,0.6205151726038028
22,0.65,0.6205176457380637
23,0.6529915,0.6154906920897655
24,0.6465812,0.6158473624123467
25,0.6529915,0.6145956656871698
26,0.64700854,0.6145317764363737
27,0.6576923,0.6120542522169586
28,0.6645299,0.6112730875993386
29,0.6619658,0.6076307410867805
30,0.6482906,0.609778426345597
31,0.66068375,0.6070165797176524
32,0.6666667,0.6050958132132506
33,0.66581196,0.6044929715812716
34,0.667094,0.6030455606360721
35,0.6594017,0.6039506948911226
36,0.66752136,0.602066107132496
37,0.6717949,0.6008069015975691
38,0.67435896,0.6003958365856072
39,0.6662393,0.5992170563110939
40,0.6632479,0.5995567317701812
41,0.6717949,0.5976097902681073
42,0.6696581,0.5961827516555787
43,0.6752137,0.5957362523445716
44,0.6730769,0.5963824742879623
45,0.6700855,0.5961252677134978
46,0.66581196,0.595071804523468
47,0.6666667,0.5952503545671447
48,0.6700855,0.5963139773434044
49,0.6730769,0.5924834278913644
50,0.6837607,0.5911688158654759
51,0.6769231,0.5892401103280548
52,0.6705128,0.5946515777681628
53,0.6773504,0.588820663272825
54,0.67264956,0.5890519433551364
55,0.6747863,0.5886395421802488
56,0.6876068,0.583674026452578
57,0.68333334,0.5864700475309649
58,0.6773504,0.5881297559819669
59,0.67820513,0.5898417728578943
60,0.6786325,0.5883116020096673
61,0.6858974,0.583025543913882
62,0.6948718,0.5822165155003214
63,0.6854701,0.5806647655291435
64,0.6752137,0.5858939569220584
65,0.68162394,0.5828122345810263
66,0.6837607,0.5804247449605893
67,0.6846154,0.5787663940690522
68,0.692735,0.5761922648829273
69,0.6965812,0.5765933104050465
70,0.6871795,0.5770374200282953
71,0.692735,0.5742751459790091
72,0.6948718,0.5736901780478975
73,0.69358975,0.5742449273411026
74,0.69358975,0.5756824487294906
75,0.6931624,0.5722228869923159
76,0.6905983,0.5737029831633609
77,0.69529915,0.570342026408921
78,0.6957265,0.5693434643949199
79,0.69871795,0.5691576031538156
80,0.6910256,0.5710666205129052
81,0.6803419,0.5764699148316669
82,0.6965812,0.5663727758277176
83,0.7008547,0.5668256111634083
84,0.7008547,0.5656209104081504
85,0.6940171,0.5667203096243051
86,0.6978632,0.5670615185020317
87,0.6995726,0.5632102750305437
88,0.6995726,0.5638786141689007
89,0.6961538,0.5648536095252403
90,0.6978632,0.560104873852852
91,0.7029914,0.5605088294571281
92,0.6995726,0.5642692253120944
93,0.70042735,0.5599469317330255
94,0.6991453,0.5604411323865255
95,0.7034188,0.5573164576139206
96,0.6931624,0.5626000683022361
97,0.69188035,0.5587082595906706
98,0.70811963,0.5573597522882315
99,0.7,0.5572010521195893
