epoch,accuracy,loss
0,0.5623932,0.6810093535317315
1,0.67991453,0.615037263968052
2,0.74230766,0.5475172172244798
3,0.78418803,0.4841723110940721
4,0.7991453,0.44676148117098036
5,0.8192308,0.41359354802685927
6,0.8474359,0.3745281853227534
7,0.8448718,0.3610131766042139
8,0.8713675,0.33195560903121263
9,0.8747863,0.31382738569608104
10,0.89615387,0.2787875328817938
11,0.87393165,0.2999145625366105
12,0.9153846,0.2437184376594348
13,0.93162394,0.2092510066480718
14,0.93504274,0.1998438770827065
15,0.9551282,0.16233290041613782
16,0.93504274,0.18945031729009415
17,0.9619658,0.13786290293065911
18,0.9547008,0.1446082769296108
19,0.9773504,0.09811711345727626
20,0.97991455,0.09133925180659334
21,0.98333335,0.08191331749957087
22,0.98162395,0.07956852411421446
23,0.9863248,0.06451226249973999
24,0.98504275,0.06517640529598435
25,0.9858974,0.05864745001547421
26,0.98717946,0.052584191099700764
27,0.98034185,0.06869157248327874
28,0.9858974,0.06176302910933637
29,0.98888886,0.041832196139372314
30,0.98888886,0.04272321973664638
31,0.9931624,0.02609910484817293
32,0.99401706,0.028880485044404245
33,0.9948718,0.021678799095675032
34,0.99444443,0.025775488993773858
35,0.99615383,0.016426079395489814
36,0.99743587,0.013023594586958743
37,0.99700856,0.01456523432643113
38,0.9982906,0.011773304491598382
39,0.99914527,0.008404084824773873
40,0.99914527,0.007216095863085272
41,0.99871796,0.006960674743048656
42,0.99914527,0.009110851702877345
43,1.0,0.0060742893449277574
44,1.0,0.00557923215544886
45,1.0,0.003930103213677549
46,1.0,0.0032528437538725187
47,1.0,0.0027948151995292585
48,1.0,0.002713490926270556
49,1.0,0.0024047595956243383
50,1.0,0.0022042437116257274
51,1.0,0.002006841766146513
52,1.0,0.0020579914687774504
53,1.0,0.0016716162765669262
54,1.0,0.001485750698208367
55,1.0,0.0015167990653640311
56,1.0,0.0013110570189678388
57,1.0,0.0012551221206513607
58,1.0,0.0011284736813937562
59,1.0,0.0010414329201727309
60,1.0,0.0010733619381068673
61,1.0,0.0009895785049033852
62,1.0,0.0010326225879441317
63,1.0,0.0008224400798153355
64,1.0,0.0007554292012181164
65,1.0,0.0007536472455184493
66,1.0,0.0006616884277353429
67,1.0,0.0006352471265320977
68,1.0,0.0006023356048355445
69,1.0,0.000611786015280005
70,1.0,0.0005513685393748152
71,1.0,0.0005001437461126046
72,1.0,0.00048235697250387385
73,1.0,0.00044090189741184124
74,1.0,0.0004139587342337124
75,1.0,0.00040635216526456306
76,1.0,0.00039287284061384313
77,1.0,0.00036584302915099
78,1.0,0.0003401070424508797
79,1.0,0.00033033043780447674
80,1.0,0.000312247188288209
81,1.0,0.00028733832504934605
82,1.0,0.0002763562767595276
83,1.0,0.0002611089654719685
84,1.0,0.0002538324308797877
85,1.0,0.00023764525132221925
86,1.0,0.00023847687862610492
87,1.0,0.00021776895031445405
88,1.0,0.00020837022895073024
89,1.0,0.00019511785320877934
90,1.0,0.00018579676360911922
91,1.0,0.00017264119662099684
92,1.0,0.00016356970788761736
93,1.0,0.00016661894888419092
94,1.0,0.00015213789083023802
95,1.0,0.00014679218576743434
96,1.0,0.0001395631394857485
97,1.0,0.00013870452580432225
98,1.0,0.00013871225575681648
99,1.0,0.00012662010283234757
