epoch,accuracy,loss
0,0.6230769,0.6669052640597025
1,0.70384616,0.6117288851330422
2,0.74572647,0.5481838318017813
3,0.774359,0.5000102549027174
4,0.79188037,0.458412253143441
5,0.8435897,0.4114445273692791
6,0.8452991,0.3881378433133802
7,0.86880344,0.3465376709261511
8,0.8820513,0.3244304224211946
9,0.8991453,0.28086889452404445
10,0.9153846,0.25145784959069684
11,0.9230769,0.23455902577465415
12,0.9290598,0.21503342089489993
13,0.9393162,0.19605595694106615
14,0.9465812,0.17014410209197264
15,0.951282,0.15812893951168427
16,0.9619658,0.13674457715107843
17,0.96581197,0.12977767984072366
18,0.96752137,0.11845626613268485
19,0.97350425,0.09607489348476768
20,0.9739316,0.09959925102372455
21,0.9807692,0.08246975460877785
22,0.974359,0.08639991368907385
23,0.98547006,0.06859607299168904
24,0.98888886,0.061294202430125996
25,0.9811966,0.06638039199030425
26,0.98547006,0.0597607058337611
27,0.99059826,0.04918387411241858
28,0.9931624,0.04104073857311478
29,0.9893162,0.042673060925215736
30,0.9931624,0.03371555274113631
31,0.99529916,0.03087586792361023
32,0.9948718,0.030096274003004415
33,0.9965812,0.025963241282181863
34,0.99743587,0.022827336395907605
35,0.99700856,0.021336639335012845
36,0.99743587,0.018782478730138552
37,0.99786323,0.01824837130868537
38,0.9982906,0.01665427158626481
39,0.9982906,0.012977162293062951
40,0.99871796,0.011988489672095858
41,0.99871796,0.012233916217954749
42,0.99957263,0.009531864143597583
43,0.99914527,0.009952327250662203
44,0.99914527,0.00790524711418483
45,0.99957263,0.0071504771388305
46,0.99957263,0.007115230788715566
47,0.99957263,0.006784239701695867
48,0.99957263,0.007325661661572014
49,0.99957263,0.005835249445313572
50,1.0,0.004846956077405912
51,1.0,0.0037113194377758566
52,1.0,0.0031637641402263925
53,1.0,0.0029243618711574464
54,1.0,0.0027962121999579774
55,1.0,0.002372646941126794
56,1.0,0.002619460635842421
57,1.0,0.004057880164259392
58,1.0,0.0021291514914323633
59,1.0,0.002013842070163785
60,1.0,0.0018958582534876645
61,1.0,0.0018282112735124607
62,1.0,0.00150920034537458
63,1.0,0.00155134690949359
64,1.0,0.0012618107875186201
65,1.0,0.001223824786531747
66,1.0,0.001182631402834653
67,1.0,0.0011080309161597974
68,1.0,0.0010328152378658868
69,1.0,0.0009834010482857275
70,1.0,0.0008627078673030194
71,1.0,0.0008647417482963772
72,1.0,0.000853041822088755
73,1.0,0.0007551749181161579
74,1.0,0.0009786696893632667
75,1.0,0.0006921439447030266
76,1.0,0.0006863259053172178
77,1.0,0.000603093009473931
78,1.0,0.0005897480819342483
79,1.0,0.0005506129022966274
80,1.0,0.0005025538698592001
81,1.0,0.0004918439774390511
82,1.0,0.00044676316319964827
83,1.0,0.00044554947764994813
84,1.0,0.00042772820671128795
85,1.0,0.0004737630773720567
86,1.0,0.0003968364102905218
87,1.0,0.00035269478319559054
88,1.0,0.00035505346619547944
89,1.0,0.00031409514585358655
90,1.0,0.0003422232896226864
91,1.0,0.000302562826889185
92,1.0,0.0002763343281306637
93,1.0,0.00026267035304604526
94,1.0,0.00025067667463897833
95,1.0,0.00024367777081445242
96,1.0,0.0002184609029816193
97,1.0,0.00023710745949950867
98,1.0,0.000201009457749832
99,1.0,0.00021027575267387283
