epoch,accuracy,loss
0,0.58931625,0.6746045544616177
1,0.6824786,0.6355714954881586
2,0.69871795,0.5937966720670717
3,0.70982903,0.5548714731493567
4,0.74957263,0.5173213847172566
5,0.775641,0.47961524684205015
6,0.815812,0.4433341005164334
7,0.8252137,0.4107965218715179
8,0.8508547,0.38030250693997764
9,0.8645299,0.34542246180721836
10,0.88461536,0.3156179052387547
11,0.8965812,0.2943584591277644
12,0.89786327,0.27090207375904435
13,0.92264956,0.24056706425343824
14,0.92820513,0.22317485562247089
15,0.93504274,0.20759371465597398
16,0.9461538,0.18598652350851613
17,0.9448718,0.17788866067416648
18,0.9508547,0.16506548062858417
19,0.9478632,0.16123954140477711
20,0.9602564,0.14059848609643105
21,0.96239316,0.12629047290891662
22,0.96452993,0.12853281022582808
23,0.9688034,0.1101459844626932
24,0.97136754,0.10400966388674883
25,0.97179484,0.09796210970634069
26,0.97863245,0.09517175995896006
27,0.9777778,0.08378788329597213
28,0.97649574,0.0893406052237902
29,0.9824786,0.08051669435878085
30,0.98333335,0.0695041868931208
31,0.98504275,0.06626332270570545
32,0.98675215,0.06024945387855554
33,0.9897436,0.055781393230725555
34,0.9893162,0.05575738036129464
35,0.991453,0.04567442392436867
36,0.991453,0.045633567059333
37,0.9910256,0.04456759928447059
38,0.992735,0.0427279212918037
39,0.992735,0.03877019125681657
40,0.99358976,0.03625534541077084
41,0.99401706,0.035405372790037054
42,0.99529916,0.031577481795102356
43,0.99615383,0.02775177379640249
44,0.99572647,0.027159648828017406
45,0.9893162,0.04100983168762655
46,0.99358976,0.03339859130036118
47,0.99743587,0.022554406413856226
48,0.9982906,0.0209110922482597
49,0.9965812,0.02020254025124332
50,0.9982906,0.017456801366555984
51,0.99743587,0.016880732036044455
52,0.9982906,0.016708718666122255
53,0.99914527,0.014929329403317891
54,0.99914527,0.014155734823340088
55,0.99914527,0.012826684275323637
56,0.9982906,0.014316975651010394
57,0.99914527,0.011411239738122393
58,0.99871796,0.01070235394196123
59,0.99914527,0.010151714504433747
60,0.99957263,0.008326802983816363
61,0.99957263,0.010211972790396111
62,0.99957263,0.007705418050734915
63,0.99914527,0.007605480840310264
64,1.0,0.00705500420055583
65,0.99957263,0.005660739445135507
66,0.99957263,0.005135598178539012
67,0.99957263,0.00589049517407886
68,0.99957263,0.004996927013684415
69,1.0,0.004176789325558477
70,1.0,0.003667852846491668
71,1.0,0.0034455299116750685
72,1.0,0.003611169058160904
73,1.0,0.0030201264973491048
74,1.0,0.0030156350327440753
75,1.0,0.0030121811140233126
76,1.0,0.0024042102746550057
77,1.0,0.003152528445387625
78,1.0,0.002665330869823288
79,1.0,0.0022771836819652563
80,1.0,0.0021531582614964144
81,1.0,0.0018834477425831505
82,1.0,0.005250805071117277
83,0.99957263,0.0028878789136393204
84,1.0,0.001609476505078248
85,1.0,0.001398318291355211
86,1.0,0.001322432513683079
87,1.0,0.0013649402269481634
88,1.0,0.0012874804782426446
89,1.0,0.0012278441088990524
90,1.0,0.0010553744572322243
91,1.0,0.0010214462839007283
92,1.0,0.0009523709981232627
93,1.0,0.0009346524660443712
94,1.0,0.001022856920518769
95,1.0,0.0008431442040635639
96,1.0,0.0008319236927180209
97,1.0,0.0013388115031476547
98,1.0,0.0007265144085262068
99,1.0,0.0007299233309558442
